sample_id,context,target_sentence,highlighted_phrase,substituted_masked,referent,refers_to_tesla,substitution_span_ok,note
anaphora-139570815-24,"               Tesla 's ( TSLA +3.80% )
               Optimus is a completely different kind of machine.
               CEO Elon Musk has described Optimus 3 as ""by far the most advanced robot in the world"" and confirmed production begins this summer, scaling to high volume by summer 2027.
               Tesla repurposed its entire Model S and Model X production line in Fremont to build a factory to produce 1 million Optimus units per year.
               Optimus is designed for labor: handling tasks in Tesla factories first, then eventually priced around $20,000 for broader deployment.
>>> TARGET >>> It will lift things.
               It will do manual labor.",It will lift things.,It,<NAME> will lift things.,,,,
coref-137591343-18,"               But Musk didn't stop at looks.
               He wanted the Cybertruck to offer ""unique functionality,"" including being bulletproof to subsonic projectiles.
               ""If the apocalypse happens, you're going to want a bulletproof truck,"" he said, only half-joking.
               Performance-wise, Musk claimed the Cybertruck can out-tow a diesel Ford F-350 and accelerate faster than a Porsche 911—even when towing the Porsche.
               ""It can clear a quarter mile while towing a Porsche 911 faster than a 911,"" he said.
>>> TARGET >>> Then came the metaphor no one saw coming: ""It's like an elephant that runs as a cheetah.""
               Trending: Bill Gates Invests Billions in Green Tech — This Tree-Free Material Could Be the Next Big Breakthrough","Then came the metaphor no one saw coming: ""It's like an elephant that runs as a cheetah.""",It,"Then came the metaphor no one saw coming: ""<NAME> like an elephant that runs as a cheetah.""",,,,
anaphora-141120277-33,"               Sentiment has been improving on the margin.
               The composite score sits at a neutral 50.53, but the 30-day trend change is +9.32.
               Options positioning leans bullish in the short term, with Tesla’s full-chain put/call ratio at 0.5.
               That is the kind of setup that draws leveraged-ETF traders in: a stock with a wide price cone and improving sentiment, where a 2x wrapper turns small daily moves into memorable ones.
               Direxion’s prospectus language on these products is blunt.
>>> TARGET >>> The firm warns that leverage magnifies any tracking differences and that under stressed conditions a leveraged fund may fail to hit its objective, cut its leverage, or close entirely.
               In an illustrative example the issuer uses for a 2x fund, a hypothetical 20% decline in the underlying over 10 trading days produced a 36.32% decline in the leveraged fund, less than a straight doubling because of the path.","The firm warns that leverage magnifies any tracking differences and that under stressed conditions a leveraged fund may fail to hit its objective, cut its leverage, or close entirely.",The firm,"<NAME> warns that leverage magnifies any tracking differences and that under stressed conditions a leveraged fund may fail to hit its objective, cut its leverage, or close entirely.",,,,
coref-139592411-1,"               Tesla ( TSLA +3.80% ) , which designs and manufactures electric vehicles and energy storage solutions, closed Tuesday at $371.75, up 4.64%.
>>> TARGET >>> The stock rose in regular trading as investors responded to a market rally, a favorable analyst report, and increased optimism about AI, robotics, and autonomous driving.
               These sectors are viewed as potential offsets to weaker short-term delivery trends.","The stock rose in regular trading as investors responded to a market rally, a favorable analyst report, and increased optimism about AI, robotics, and autonomous driving.",The stock,"<NAME> rose in regular trading as investors responded to a market rally, a favorable analyst report, and increased optimism about AI, robotics, and autonomous driving.",,,,
anaphora-138404414-17,"               Local competitors, such as Xiaomi, are offering more affordable EVs than Tesla.
               Recent research from analysts has shown that Chinese electric vehicle manufacturers pose the greatest competition to Tesla, thanks to their low-cost models and rapid updates.
               Xiaomi’s YU7 received more than 240,000 preorders within 24 hours of its June launch .
               Lei stated that the YU7’s design “is definitely on par with the Model Y” and highlighted its impressive performance considering its price.
               Xiaomi’s stock price ranges from $20.35 to $61.45.
>>> TARGET >>> The company has a market capitalization of 1.42 trillion Hong Kong dollars.
               The average daily trading volume is 142.88 million shares, and the price-to-earnings ratio stands at 35.01.",The company has a market capitalization of 1.42 trillion Hong Kong dollars.,The company,<NAME> has a market capitalization of 1.42 trillion Hong Kong dollars.,,,,
coref-140749915-52,"               Even if every one of those conditions lines up and a California small fleet does drive away with a Semi for something close to $50,000, the purchase price is only one line in the total cost of operating an electric Class 8 truck.
               This is where an owner-operator has to think past the headline.
               The Semi at launch is a day cab, not a sleeper.
               Its standard-range version is rated around 325 miles loaded and the long-range version around 500 miles.
               That profile, day cab plus regional range, means the truck is built for regional and hub-and-spoke work, drayage out of the ports, dedicated lanes that return to base, not for over-the-road long-haul where a driver lives in the truck for weeks.
>>> TARGET >>> For the operation it fits, it can fit very well.
               For long-haul, it is not the tool, regardless of price.","For the operation it fits, it can fit very well.",it,"For the operation <NAME> fits, it can fit very well.",,,,
anaphora-139544900-5,"               Oops, something went wrong Tesla Inc. (NASDAQ: TSLA ) is one of the tech stocks to sell right now, according to Cathie Wood .
               ARK Investment Management's Q3 2025 stake in Tesla Inc. (NASDAQ:TSLA) stood at 3.59 million shares worth $1.6 billion, but by Q4 it had pared back 19%, leaving 2.91 million shares valued at $1.31 billion.
               david-von-diemar-ZBWn5DvO0hg-unsplash On March 19, Reuters reported that Tesla Inc. (NASDAQ: TSLA) is in talks to acquire solar equipment worth $2.9 billion from Chinese firms.
               The company has already held discussions with a Chinese supplier as it looks to purchase equipment for manufacturing solar panels and cells.
               Reuters reports Tesla has contacted Suzhou Maxwell Technologies, the world's biggest producer of screen-printing equipment.
>>> TARGET >>> It is one of the leading suppliers of machinery used to make solar cells.
               The tech giant has also visited several solar companies in China as it seeks to secure crucial supplies before the autumn.",It is one of the leading suppliers of machinery used to make solar cells.,It,<NAME> is one of the leading suppliers of machinery used to make solar cells.,,,,
coref-137258402-35,"               Many analysts view this gap between deliveries and production as a sign of pulled-forward demand, with sales shifting from the fourth quarter to the third quarter due to the anticipation of the $7,500 federal tax credit expiring on Sept. 30.
               Hence, there remains a risk that sales will normalize or even drop in the subsequent quarters.
               Tesla saw global revenue jump 12% year over year to $28.09 billion in the third quarter.
               However, operating margin dropped by 501 basis points year over year to 5.8%, reflecting the impact of the company's strategy of repeatedly reducing vehicle prices to boost sales volumes.
               To offset the effect of price cuts on profitability, the company has trimmed some features and offers lower battery size, less powerful motors, and fewer premium features.
>>> TARGET >>> While these changes can help reduce costs, they also negatively affect the brand's premium image.
               Tesla's situation seems even more challenging in China.","While these changes can help reduce costs, they also negatively affect the brand's premium image.",the brand's,"While these changes can help reduce costs, they also negatively affect <NAME> premium image.",,,,
coref-141066276-28,"               With a Price to Book ratio of 13.57 , which is 3.07x the industry average, Tesla might be considered overvalued in terms of its book value, as it is trading at a higher multiple compared to its industry peers.
               The stock's relatively high Price to Sales ratio of 10.18 , surpassing the industry average by 4.26x , may indicate an aspect of overvaluation in terms of sales performance.
               With a Return on Equity (ROE) of 1.31% that is 2.66% below the industry average, it appears that the company exhibits potential inefficiency in utilizing equity to generate profits.
               The Earnings Before Interest, Taxes, Depreciation, and Amortization (EBITDA) of $3.03 Billion is 2.09x above the industry average, highlighting stronger profitability and robust cash flow generation.
               The company has higher gross profit of $4.75 Billion , which indicates 3.77x above the industry average, indicating stronger profitability and higher earnings from its core operations.
>>> TARGET >>> The company's revenue growth of 25.52% is notably higher compared to the industry average of -2.16% , showcasing exceptional sales performance and strong demand for its products or services.","The company's revenue growth of 25.52% is notably higher compared to the industry average of -2.16% , showcasing exceptional sales performance and strong demand for its products or services.",The company's,"<NAME> revenue growth of 25.52% is notably higher compared to the industry average of -2.16% , showcasing exceptional sales performance and strong demand for its products or services.",,,,
coref-137228481-5,"               Musk's threats to leave Tesla could dramatically impact his own net worth, which is tied to Tesla's stock If shareholders don't approve Elon Musk's eye-popping pay package, valued at nearly $1 trillion , the world's richest man could walk away from the company, warned Tesla $TSLA 's chairman of the board in a note to shareholders on Monday.
               And if that were to happen, warned Chair Robyn Denholm, it could be devastating to the company's stock.
               “Without Elon, Tesla could lose significant value, as our company may no longer be valued for what we aim to become,” Denholm wrote.
               It's the latest move in a high-stakes game of chicken over the unprecedented pay package.
               Musk has argued it's less about the money and more about him getting increased voting power as the company pivots from solely manufacturing electric vehicles to also building humanoid robots.
>>> TARGET >>> Last week, on an earnings call, Musk himself lobbied for the pay package and made a similar threat, saying “If we build this robot army, do I have at least a strong influence over that robot army?
               I don’t feel comfortable building that robot army if I don’t have at least a strong influence.”","Last week, on an earnings call, Musk himself lobbied for the pay package and made a similar threat, saying “If we build this robot army, do I have at least a strong influence over that robot army?",we,"Last week, on an earnings call, Musk himself lobbied for the pay package and made a similar threat, saying “If <NAME> build this robot army, do I have at least a strong influence over that robot army?",,,,
anaphora-136907452-7,"               Traditionally, investors viewed the auto industry as a highly competitive, mature, low-growth, and relatively low-margin sector, and accorded stocks in the industry the kind of low valuations that such stocks deserve.
               After all, having to develop new models every five to seven years and refresh them every few years is costly, as consumer preferences change and competitors introduce new models.
               Additionally, automakers strive to generate revenue from after-sales services, encompassing financing, parts, and maintenance.
               Image source: Getty Images.
               However, this traditional business model is challenged by EVs for the following reasons: As such, if EVs are the future, and an automaker wants to remain relevant to that future, then it must find a way to reduce the upfront costs of EVs.
>>> TARGET >>> It also needs to develop a way of generating recurring after-sales revenue.
               Tesla thinks it has the answer to both questions.",It also needs to develop a way of generating recurring after-sales revenue.,It,<NAME> also needs to develop a way of generating recurring after-sales revenue.,,,,
anaphora-138674128-3,"               Samsung has stabilized 3 nm production and is pushing forward with 2 nm.
               Industry analysts expect Samsung Foundry to return to profitability by 2027 as its new Taylor, Texas, plant ramps up operations, enabling the company to accelerate its pursuit of Taiwan Semiconductor, the Chosun Daily reported .
               Also Read: Not Just Taiwan Semiconductor: Elon Musk To Also Rely On Samsung For Tesla’s AI Chips Counterpoint Research forecasts that Samsung will increase its 2 nm production capacity by 163% — from 8,000 wafers per month in 2024 to 21,000 by the end of 2025 — as yields improve.
>>> TARGET >>> The firm said advancements in Samsung’s 2 nm process could become “a critical turning point” as the company secures more mobile, supercomputing, and AI customers.
               Samsung’s 2 nm yield rate has reportedly climbed to 55%–60%.","The firm said advancements in Samsung’s 2 nm process could become “a critical turning point” as the company secures more mobile, supercomputing, and AI customers.",The firm,"<NAME> said advancements in Samsung’s 2 nm process could become “a critical turning point” as the company secures more mobile, supercomputing, and AI customers.",,,,
coref-137247798-105,"               Tesla's operating margin has dropped in 10 of the last 11 quarters.
               I think that's a noteworthy trend at this point.
               When you think about, why would profit margins be going down?
               There is one thing that stood out here on the income statement.
               Through the first three quarters of the year, R&D spending is up 42% year over year for Tesla.
>>> TARGET >>> That is one expense that's rising in the call, they attributed at least some of it.
               It had to have been a significant portion of this R&D spend to the people who are working on AI.","That is one expense that's rising in the call, they attributed at least some of it.",they,"That is one expense that's rising in the call, <NAME> attributed at least some of it.",,,,
anaphora-136904018-2,"               Oops, something went wrong Tesla, Inc. (NASDAQ: TSLA ) is one of the best stocks to invest in right now .
               On September 23, Mizuho raised the firm's price target on Tesla, Inc. (NASDAQ:TSLA) to $450 from $375 while keeping an Outperform rating on the shares.
>>> TARGET >>> The firm told investors in a research note that it raised estimates in the autos space, reasoning that the US tariffs should have a minimal effect on new vehicle prices.
               It added that the US electric vehicle sales in August rose 17% year-over-year as consumers look to cash in before the Inflation Reduction Act credits end.","The firm told investors in a research note that it raised estimates in the autos space, reasoning that the US tariffs should have a minimal effect on new vehicle prices.",The firm,"<NAME> told investors in a research note that it raised estimates in the autos space, reasoning that the US tariffs should have a minimal effect on new vehicle prices.",,,,
anaphora-138507182-22,"               All rights reserved.
               To add Benzinga News as your preferred source on Google, click here .
               A newsletter built for market enthusiasts by market enthusiasts.
               Top stories, top movers, and trade ideas delivered to your inbox every weekday before and after the market closes.
               The T-Rex 2x Inverse Tesla Daily Target ETF (BATS: TSLZ ), which provides double inverse exposure to Tesla’s daily movements, has fallen about 40% over the last month.
>>> TARGET >>> Its drop arrives as Elon Musk ‘s electric car behemoth mounted one of its strongest rallies in recent memory, climbing almost 30% in the past month and achieving its best month overall since November 2004 and its strongest September ever.
               China sales were a resounding catalyst.","Its drop arrives as Elon Musk ‘s electric car behemoth mounted one of its strongest rallies in recent memory, climbing almost 30% in the past month and achieving its best month overall since November 2004 and its strongest September ever.",Its,"<NAME> drop arrives as Elon Musk ‘s electric car behemoth mounted one of its strongest rallies in recent memory, climbing almost 30% in the past month and achieving its best month overall since November 2004 and its strongest September ever.",,,,
coref-137649794-22,"               Although Tesla's stock is trading around its all-time closing high of $479.86, what really puts its valuation in perspective is its price-to-earnings (P/E) multiple .
               At over 300, its P/E multiple is gargantuan and is nowhere near the S&P 500 average of 26.
               It's one thing to pay a premium for an incredibly fast-growing business that looks to be on track to be much bigger in the future, but Tesla's revenue rose by just 12% last quarter, and its core automotive revenue was up by only 6%.
               Meanwhile, its net income of $1.4 billion was down a whopping 37% year over year.
               And with competition from Chinese auto makers on the rise, it may not get any easier for Tesla to grow its bottom line in the future.
>>> TARGET >>> While it wants to be a big player in artificial intelligence and eventually sell robots, today, its business still centers around electric vehicles.
               Whether its other ventures will pay off remains a big question mark, and it's risky to value the stock based on them.","While it wants to be a big player in artificial intelligence and eventually sell robots, today, its business still centers around electric vehicles.",it,"While <NAME> wants to be a big player in artificial intelligence and eventually sell robots, today, its business still centers around electric vehicles.",,,,
anaphora-141045119-36,"               Elon would later help create PayPal before leading Tesla and founding SpaceX, while Kimbal built his own career as an entrepreneur and restaurateur.
               See Also: If there was a new fund backed by Jeff Bezos offering a 7-9% target yield with monthly dividends would you invest in it?
               Most people don't want to sleep on a beanbag in an office, shower at the YMCA or survive on Jack in the Box while trying to build the next billion-dollar company.
               For investors, there's another way to participate in innovative businesses.
               One example is Miso Robotics , an AI and robotics company developing automation for commercial kitchens.
>>> TARGET >>> Its flagship product, Flippy, uses artificial intelligence and computer vision to automate repetitive cooking tasks, helping restaurants improve consistency, increase efficiency and address ongoing labor shortages.
               For investors, it offers an opportunity to back an emerging technology company before it reaches a larger stage.","Its flagship product, Flippy, uses artificial intelligence and computer vision to automate repetitive cooking tasks, helping restaurants improve consistency, increase efficiency and address ongoing labor shortages.",Its,"<NAME> flagship product, Flippy, uses artificial intelligence and computer vision to automate repetitive cooking tasks, helping restaurants improve consistency, increase efficiency and address ongoing labor shortages.",,,,
anaphora-140059716-1,"               Tesla's chart shows a stock caught between short‑term stabilization and longer‑term hesitation.
>>> TARGET >>> It sits in the middle of its 52‑week range, a sign that the market has not committed to a clear direction.
               Price is holding slightly above the 20‑day simple moving average, which suggests buyers have been willing to defend near‑term dips.","It sits in the middle of its 52‑week range, a sign that the market has not committed to a clear direction.",It,"<NAME> sits in the middle of its 52‑week range, a sign that the market has not committed to a clear direction.",,,,
anaphora-139197276-33,"               Compared to the Zacks Consensus Estimate of $25.14 billion, the reported revenues represent a surprise of -0.94%.
               The EPS surprise was +11.11%.
               Over the last four quarters, Tesla surpassed consensus EPS estimates two times.
               The company topped consensus revenue estimates two times over this period.
               Without considering a stock's valuation, no investment decision can be efficient.
>>> TARGET >>> In predicting a stock's future price performance, it's crucial to determine whether its current price correctly reflects the intrinsic value of the underlying business and the company's growth prospects.
               Comparing the current value of a company's valuation multiples, such as its price-to-earnings (P/E), price-to-sales (P/S), and price-to-cash flow (P/CF), to its own historical values helps ascertain whether its stock is fairly valued, overvalued, or undervalued, whereas comparing the company relative to its peers on these parameters gives a good sense of how reasonable its stock price is.","In predicting a stock's future price performance, it's crucial to determine whether its current price correctly reflects the intrinsic value of the underlying business and the company's growth prospects.",the company,"In predicting a stock's future price performance, it's crucial to determine whether its current price correctly reflects the intrinsic value of the underlying business and <NAME> growth prospects.",,,,
coref-139587333-11,"               For full-year 2025, earnings came in at $1.08 a share, down 47% from the prior year.
               Wall Street expects first-quarter deliveries of about 366,000 vehicles, which would be up from a year earlier but below the 418,227 cars Tesla delivered in the fourth quarter.
               Full-year deliveries fell 9% in 2025, while automotive revenue declined 10%.
               Tesla is also spending heavily on future projects, including autonomous driving, custom chips and humanoid robots.
               Capital spending topped $8.5 billion last year, and management expects further investment in 2026.
>>> TARGET >>> The company's supervised Full Self-Driving subscriptions rose to more than 1.1 million in the fourth quarter, while energy storage deployments reached a record 46.7 gigawatt-hours in 2025.
               Based on the one year price targets offered by 42 analysts, the average target price for Tesla Inc is $402.87 with a high estimate of $600.00 and a low estimate of $25.28.","The company's supervised Full Self-Driving subscriptions rose to more than 1.1 million in the fourth quarter, while energy storage deployments reached a record 46.7 gigawatt-hours in 2025.",The company's,"<NAME> supervised Full Self-Driving subscriptions rose to more than 1.1 million in the fourth quarter, while energy storage deployments reached a record 46.7 gigawatt-hours in 2025.",,,,
coref-139587333-16,"               The company's supervised Full Self-Driving subscriptions rose to more than 1.1 million in the fourth quarter, while energy storage deployments reached a record 46.7 gigawatt-hours in 2025.
               Based on the one year price targets offered by 42 analysts, the average target price for Tesla Inc is $402.87 with a high estimate of $600.00 and a low estimate of $25.28.
               The average target implies a upside of +13.40% from the current price of $355.28.
               Based on GuruFocus estimates, the estimated GF Value for Tesla Inc in one year is $280.63, suggesting a downside of -21.01% from the current price of $355.28.
               Gf value is gurufocus' estimate of the fair value that the stock should be traded at.
>>> TARGET >>> it is calculated based on the historical multiples the stock has traded at previously, as well as past business growth and the future estimates of the business' performance.
               for deeper insights, visit the forecast page.","it is calculated based on the historical multiples the stock has traded at previously, as well as past business growth and the future estimates of the business' performance.",it,"<NAME> is calculated based on the historical multiples the stock has traded at previously, as well as past business growth and the future estimates of the business' performance.",,,,
coref-138704179-18,"               Other automakers are also expanding their electric pickup offerings, potentially chipping away at Tesla's share.
               Rivian Automotive (NASDAQ: RIVN ) shipped 10,661 vehicles in the same period, though it doesn't separate truck sales from SUVs.
               Analysts expect these rivals to keep increasing competitive pressure on Tesla.
               Also looming is a convertible electric pickup that transforms into an SUV from Jeff Bezos -backed Slate Auto , which has already logged more than 100,000 reservations.
               Tesla doesn't follow traditional model-year cycles.
>>> TARGET >>> Instead, the company adds, removes or updates features whenever it chooses, often without advance notice.
               A rear-wheel-drive version — the Cybertruck Long Range — showed up partway through 2025, and as of now, Tesla hasn't announced any major updates for 2026.","Instead, the company adds, removes or updates features whenever it chooses, often without advance notice.",the company,"Instead, <NAME> adds, removes or updates features whenever it chooses, often without advance notice.",,,,
anaphora-136907450-64,"               So you know, really big, 50 to 100 times as big as what you'd find in a in a traditional RV
               and we can use that solar plus the battery to power all of your appliances on board.
               So if you're off grid, you can just keep camping for days and not worry about running out of power.
               We even use that same EV battery to power a motor on the trailer.
               So this this is this is something that makes a lightship a totally new class of of vehicle.
>>> TARGET >>> It is a self-propelling trailer.
               It acts a little bit like an e-bike in the sense that the motor on the trailer assists the truck that's pulling it.",It is a self-propelling trailer.,It,<NAME> is a self-propelling trailer.,,,,
coref-141122355-358,"               And then as Elon mentioned earlier, the growth rate has been literally exponential.
               Just it's in the early part of the exponential.
               That's why it's hard for others to comprehend.
               In terms of like miles versus the vehicles, since these vehicles operating in the robotaxi fleet drive basically continuously as opposed to human drivers who use vehicles for maybe a couple of hours a day or something like that, these vehicles are in mostly continuous operation, which means that even for a few vehicles, you can get a lot of miles out of them.
               And that's why we are tracking the amount of unsupervised miles over just the number of vehicles or something like that.
>>> TARGET >>> And we want to be operating in a very efficient fleet.
               So all of the work that goes into the efficiency makes it even more so that we get a lot of miles per vehicle available in the fleet.",And we want to be operating in a very efficient fleet.,we,And <NAME> want to be operating in a very efficient fleet.,,,,
coref-137878241-7,"               Tesla CEO Elon Musk addressed the incident on X, posting video footage and stating that ""Tesla Robotaxis were unaffected by the SF power outage.""
               Looking back, Tesla stock has tended to outperform in December , historically, finishing the month higher in seven of the past 10 years.
               Additional record highs may be in the cards, as today's peak comes amid low implied volatility (IV), which has been a bullish combination for TSLA in the past.
               According to data from Schaeffer's Senior Quantitative Analyst Rocky White, there have been two instances in the past five years when Tesla stock traded within 2% of its 52-week high, while its Schaeffer's Volatility Index (SVI) sat in the 20th percentile, or lower, of its annual range -- as is the case with the security's current SVI of 46%, which sits low in the 6th percentile of its annual range.
               In both prior cases, Tesla stock was higher a month later after both of these signals, averaging a large 17% return.
>>> TARGET >>> From its current perch, a move of similar magnitude would put the equity at $577.78.","From its current perch, a move of similar magnitude would put the equity at $577.78.",its,"From <NAME> current perch, a move of similar magnitude would put the equity at $577.78.",,,,
anaphora-141056844-33,"               The most notable move was another broad push into SpaceX (NASDAQ: SPCX ) , followed by sizable trades in Tesla Inc. (NASDAQ: TSLA ) , Nvidia Corp. (NASDAQ: NVDA ) , Amazon.com Inc. (NASDAQ: AMZN ) and Alphabet Inc. (NASDAQ: GOOGL ) .
               The transactions were made through ARK Innovation ETF (BATS: ARKK ) , ARK Autonomous Technology & Robotics ETF (BATS: ARKQ ) , ARK Next Generation Internet ETF (BATS: ARKW ) and ARK Space & Defense Innovation ETF (BATS: ARKX ) .
               Wood purchased 105,108 SpaceX shares worth $12.2 million, based on the stock’s closing price of $116.41.
               The timing of the purchase also came amid renewed debate over the company’s valuation.
               In a separate Benzinga piece, investor Gary Black argued that investors are misreading the math behind both Tesla and SpaceX, while Ross Gerber said the pullback could create a buying opportunity.
>>> TARGET >>> Ark’s move suggests the firm remains willing to add on weakness.
               SK Hynix reports record earnings, misses operating profit estimates as AI memory demand remains strong.",Ark’s move suggests the firm remains willing to add on weakness.,the firm,Ark’s move suggests <NAME> remains willing to add on weakness.,,,,
anaphora-139235358-12,"               He argues that Tesla is no longer just a carmaker, highlighting artificial intelligence (AI), autonomous driving and robotics as its next major growth drivers.
               But do these long-term bets offer a compelling case to hold the stock now?
               Tesla began its first robotaxi service in Austin in June 2025.
               The service now operates in Austin and the California Bay Area, with plans to expand to seven more cities in the first half of the year— Dallas, Houston, Phoenix, Miami, Orlando, Tampa and Las Vegas.
               Musk has said that, pending regulatory approval, fully autonomous Tesla vehicles could reach roughly a quarter to half of the U.S. population by the end of the year.
>>> TARGET >>> It's worth remembering that back in July 2025, he made a similar claim, suggesting autonomous ride-hailing could reach ""probably"" half the U.S. population by year-end—a target that ultimately slipped.
               Given that history, some skepticism is natural.","It's worth remembering that back in July 2025, he made a similar claim, suggesting autonomous ride-hailing could reach ""probably"" half the U.S. population by year-end—a target that ultimately slipped.",It,"<NAME> worth remembering that back in July 2025, he made a similar claim, suggesting autonomous ride-hailing could reach ""probably"" half the U.S. population by year-end—a target that ultimately slipped.",,,,
anaphora-140113423-12,"               However, there are a number of questions over factors implied in those assumptions: Terafab and Hardware 3 investment add to capital spending: Musk acknowledged on the earnings call that Hardware 3 models can't run unsupervised FSD.
               Meanwhile, Robotaxi and Optimus delays will negatively affect earnings and cash-flow generation: ""I don't know what the production rate of Optimus will be this year,"" Musk said.
               Image source: Tesla.
               As for Robotaxi, Musk said he hoped to have it rolled out in 12 states by the end of the year, a far cry from covering 50% of the U.S. population by the end of 2025, as was previously hoped.
               Musk also noted, ""It wouldn't be right for us to go to, like, very large-scale unsupervised FSD when we know that there are software improvements in the pipeline that would improve safety.""
>>> TARGET >>> All told, a formula of increased capital spending plus dampened Robotaxi expectations equals a net negative compared with where the company was before the report.
               However, there's still a strong case for the stock , and it's important to remember that growth stocks like Tesla aren't best assessed on the minutiae of quarter-to-quarter details.","All told, a formula of increased capital spending plus dampened Robotaxi expectations equals a net negative compared with where the company was before the report.",the company,"All told, a formula of increased capital spending plus dampened Robotaxi expectations equals a net negative compared with where <NAME> was before the report.",,,,
anaphora-136495983-26,"               Adjusted EPS dropped 23% last quarter, while operating cash flow fell 30% and free cash flow collapsed to just $146 million.
               Meanwhile, its high gross margin regulatory credit sales were cut by more than half during the quarter.
               Musk has already warned investors that things could get worse once the EV tax credit disappears later this year.
               Rather than focusing on improving its ailing auto business, Musk has instead continued to try to sell investors on Tesla's autonomous driving and robotics ambitions.
               The company has launched a small pilot robotaxi program in Austin, Texas, but the service is limited to a geofenced area and requires a Tesla employee as a safety driver.
>>> TARGET >>> It's also already drawn scrutiny from local officials after several safety incidents.
               Tesla is promising a rapid rollout of robotaxis across half the U.S. by year-end pending regulatory approvals, but the technology does not appear ready.",It's also already drawn scrutiny from local officials after several safety incidents.,It,<NAME> also already drawn scrutiny from local officials after several safety incidents.,,,,
anaphora-139897831-18,"               Tesla says it has ""preparations underway"" in Phoenix, Miami, Orlando, Tampa, and Las Vegas for its Robotaxi coverage.
               Investing in Tesla is banking on its autonomous and robotics ambitions because, strictly as a car manufacturer, you couldn't justify its valuation amid the struggles of its car business.
               It missed its vehicle delivery estimates in Q1, inventory is building, and it continues to lose market share to competitors like China's BYD and Volkswagen .
               And although Tesla is making some progress on Robotaxis, it's slow progress and still a ways away from being anything close to mainstream.
               There are regulatory hurdles, and we haven't reached the point where most people feel comfortable being driven by a driverless car.
>>> TARGET >>> It's going to be a tough sell in many places in the country for the foreseeable future.
               Tesla's stock is notorious for its volatility, so if you're investing, it should definitely be a long-term bet.",It's going to be a tough sell in many places in the country for the foreseeable future.,It,<NAME> going to be a tough sell in many places in the country for the foreseeable future.,,,,
anaphora-136536120-27,"               In July , some of Giroux's favorite stock picks were: UnitedHealth Group (NYSE: UNH ) Cigna (NYSE: CI )
               Becton Dickinson (NYSE: BDX ) Aurora Innovation (NASDAQ: AUR ) Cytokinetics Inc (NASDAQ: CYTK )
               NiSource Inc (NYSE: NI )
               CenterPoint Energy (NYSE: CNP ) Ameren Corporation (NYSE: AEE )
               The Aurora Innovation pick could be a good tradeoff for investors looking for exposure to the autonomous vehicle space outside of Tesla.
>>> TARGET >>> The company is a developer of autonomous trucks and Giroux sees more upside ahead.
               ""Asset utilization, especially on longer trips, could be twice that of a traditional truck.",The company is a developer of autonomous trucks and Giroux sees more upside ahead.,The company,<NAME> is a developer of autonomous trucks and Giroux sees more upside ahead.,,,,
anaphora-140445167-4,"               The company reported quarterly revenue of 13.03 billion Chinese yuan ($1.89 billion), down 17.6% year over year and below the analyst consensus estimate of $3.13 billion .
               Revenue declined 41.4% from the previous quarter.
               The Tesla Inc. (NASDAQ: TSLA ) rival delivered 62,682 vehicles during the quarter, down 33.3% from a year earlier.
               As of March 31, 2026, XPeng's physical sales network included 733 stores across 256 cities.
>>> TARGET >>> The company's self-operated charging network expanded to 3,455 stations, including 2,398 ultra-fast charging stations.
               Revenue from vehicle sales fell 23.5% year over year to 11 billion yuan ($1.59 billion), primarily due to lower vehicle deliveries.","The company's self-operated charging network expanded to 3,455 stations, including 2,398 ultra-fast charging stations.",The company,"<NAME> self-operated charging network expanded to 3,455 stations, including 2,398 ultra-fast charging stations.",,,,
anaphora-141054039-21,"               Each narrative ties a fair value range to a specific view of Tesla's potential catalysts and risks.
               This allows you to track over time which version of the story appears to be unfolding on the Community page.
               The Tesla community is split between those who see a future ""Physical AI"" platform and those who see a richly priced case study in market optimism.
               Bull case: 54% undervalued ""The real value lies in the ""Skill Store.""
               Whether it's a $50/month gardening module or a $500/month industrial welding license, the recurring revenue potential per unit is uncapped…"" Read the full Bull Case to see why Tesla could be undervalued Bear case: 925% overvalued ""The company's price-to-earnings ratio sits at around 330x.
>>> TARGET >>> It is worth pausing on what this implies.
               At current earnings levels, it would take approximately 330 years for earnings per share to cover the price paid for each share…"" Read the full Bear Case to see why Tesla could be overvalued Do you think there's more to the story for Tesla?",It is worth pausing on what this implies.,It,<NAME> is worth pausing on what this implies.,,,,
coref-138295573-8,"               Tesla deployed a record 46.7 gigawatt-hours of energy storage products in 2025, a 48% increase from last year, according to the company's official filings.
               Big, stationary batteries like the Megapack and Powerwall, along with solar installations, now drive nearly a quarter of Tesla's gross profit.
               Last quarter alone, the Megapack contributed $1.1 billion of the storage business' $3.8 billion in gross profit for the entire year.
               Storage and energy generation revenues were up 26.5% to $12.8 billion.
               Those batteries and solar panels are also very profitable, with a gross margin of 29.8%, nearly double what Tesla earns selling cars and trucks.
>>> TARGET >>> Storage will likely play a larger role in the company's near future, too.
               Large energy storage projects, like those installed for utilities or data centers, tend to be milestone-based, and revenue from the projects is recognized when certain milestones are achieved.","Storage will likely play a larger role in the company's near future, too.",the company's,"Storage will likely play a larger role in <NAME> near future, too.",,,,
