sample_id,stratum,article_id,sent_idx,text,mentions_target,mentions_ceo,is_comparative,target_is_subject,resolved_by_anaphora,resolved_by_coref,is_boilerplate,char_len,anaphor_char_start,anaphor_char_end,pos,neg,neu,absa_text,absa_aspect,absa_pos,absa_neg,absa_neu
agree_strong-137614378-45,agree_strong,137614378,45,"The worst falloff may have happened in Denmark and Sweden in… EV price wars have begun in China, and Tesla will have to cut prices to hold its market share.",True,False,False,True,False,False,False,156,,,0.011788249015808105,0.9615565538406372,0.026655154302716255,"The worst falloff may have happened in Denmark and Sweden in… EV price wars have begun in China, and Tesla will have to cut prices to hold its market share.",Tesla,0.004679922014474869,0.8781012296676636,0.11721879988908768
agree_strong-137878306-11,agree_strong,137878306,11,"The court's decision comes at a crucial time when Musk is steering Tesla towards becoming a leader in AI and robotics, a vision that shareholders have endorsed with a $1 trillion pay plan.",True,True,False,False,False,False,False,188,,,0.8373392820358276,0.009316666051745415,0.1533440202474594,"The court's decision comes at a crucial time when Musk is steering Tesla towards becoming a leader in AI and robotics, a vision that shareholders have endorsed with a $1 trillion pay plan.",Tesla,0.3010866940021515,0.030407872051000595,0.6685054302215576
agree_strong-137884563-67,agree_strong,137884563,67,"TSLA | TSLA Price Prediction) made a bold move this week, during the company’s Q4 2025 earnings call:… Tesla (NASDAQ:TSLA | TSLA Price Prediction) stock has been so incredibly resilient despite all the volatility facing big tech and… Tesla (NASDAQ:",True,False,False,True,False,False,False,248,,,0.9323111772537231,0.014381899498403072,0.05330697447061539,"TSLA | TSLA Price Prediction) made a bold move this week, during the company’s Q4 2025 earnings call:… Tesla (NASDAQ:TSLA | TSLA Price Prediction) stock has been so incredibly resilient despite all the volatility facing big tech and… Tesla (NASDAQ:",Tesla,0.5130964517593384,0.05868824943900108,0.42821523547172546
agree_strong-137908145-0,agree_strong,137908145,0,Investing Sending You to Google News in 3 Tesla Inc. ( NASDAQ: TSLA | TSLA Price Prediction ) stock recently reached an all-time high.,True,False,False,True,False,False,False,134,,,0.8440820574760437,0.015438877046108246,0.14047905802726746,Investing Sending You to Google News in 3 Tesla Inc. ( NASDAQ: TSLA | TSLA Price Prediction ) stock recently reached an all-time high.,Tesla,0.16741204261779785,0.010900471359491348,0.8216875195503235
agree_strong-138295575-12,agree_strong,138295575,12,But critics say these are fever-dream distractions from Tesla’s core automotive business.,True,False,False,False,False,False,False,89,,,0.010525356978178024,0.9330252408981323,0.056449390947818756,But critics say these are fever-dream distractions from Tesla’s core automotive business.,Tesla,0.02374737337231636,0.1378260999917984,0.8384264707565308
agree_strong-138303538-19,agree_strong,138303538,19,"Ecosystem effects: partnerships such as Pilot Semi chargers and potential integration with SpaceX or xAI, if they occur, could deepen Tesla's role across energy, logistics and AI-powered mobility.",True,False,True,False,False,False,False,196,,,0.8246521949768066,0.011426989920437336,0.16392077505588531,"Ecosystem effects: partnerships such as Pilot Semi chargers and potential integration with SpaceX or xAI, if they occur, could deepen Tesla's role across energy, logistics and AI-powered mobility.",Tesla,0.2241399586200714,0.0074472283013165,0.7684127688407898
agree_strong-138310188-13,agree_strong,138310188,13,The news comes as Tesla announced it was scrapping production of the Model S and Model X this year.,True,False,False,True,False,False,False,99,,,0.0076053328812122345,0.9511536359786987,0.04124114662408829,The news comes as Tesla announced it was scrapping production of the Model S and Model X this year.,Tesla,0.010931042023003101,0.5425623655319214,0.4465065896511078
agree_strong-138421159-6,agree_strong,138421159,6,Tesla also has a favourable price trend in the Medium and Long term.,True,False,False,True,False,False,False,68,,,0.8903474807739258,0.00812545232474804,0.10152704268693924,Tesla also has a favourable price trend in the Medium and Long term.,Tesla,0.2789013683795929,0.0057332743890583515,0.7153653502464294
agree_strong-139165536-16,agree_strong,139165536,16,"However, questions have emerged about the system's capabilities as Tesla's Robotaxi in Austin reported 5 additional crashes in January and a Tesla owner recently shared multiple videos that showcased the FSD system driving onto a boat ramp on a lake and almost driving into the lake.",True,False,False,True,False,False,False,283,,,0.016238363459706306,0.8774088621139526,0.10635275393724442,"However, questions have emerged about the system's capabilities as Tesla's Robotaxi in Austin reported 5 additional crashes in January and a Tesla owner recently shared multiple videos that showcased the FSD system driving onto a boat ramp on a lake and almost driving into the lake.",Tesla,0.009151121601462364,0.7188393473625183,0.2720095217227936
agree_strong-139196875-15,agree_strong,139196875,15,"If Tesla tests the support level, it could signal a potential reversal or continuation of the current trend, while a breach of resistance might indicate a shift in momentum.",True,False,False,True,False,False,False,173,,,0.10447829216718674,0.760749876499176,0.13477186858654022,"If Tesla tests the support level, it could signal a potential reversal or continuation of the current trend, while a breach of resistance might indicate a shift in momentum.",Tesla,0.07483498007059097,0.17942671477794647,0.7457383871078491
agree_strong-139235358-36,agree_strong,139235358,36,"While these investments could create long-term opportunities, they come at a time when Tesla's core EV business is slowing.",True,False,False,True,False,False,False,123,,,0.05641041696071625,0.8836206793785095,0.05996889993548393,"While these investments could create long-term opportunities, they come at a time when Tesla's core EV business is slowing.",Tesla,0.01435315702110529,0.25004929304122925,0.735597550868988
agree_strong-139247003-40,agree_strong,139247003,40,Tesla Inc (NASDAQ: TSLA ) has posted its 13th consecutive month of declining sales in Europe while rival BYD Company (OTC: BYDDY ) more than doubled its market share.,True,False,True,True,False,False,False,166,,,0.009306288324296474,0.9740794897079468,0.01661420799791813,Tesla Inc (NASDAQ: TSLA ) has posted its 13th consecutive month of declining sales in Europe while rival BYD Company (OTC: BYDDY ) more than doubled its market share.,Tesla,0.002223071875050664,0.9748508334159851,0.022926004603505135
agree_strong-139249914-75,agree_strong,139249914,75,"Tesla's high-volume manufacturing footprint, global supply agreements, and influence on EV battery chemistries make it a bellwether for critical mineral demand trends, particularly in North America and Europe, where domestic supply diversification remains a strategic priority.",True,False,False,True,False,False,False,277,,,0.7527739405632019,0.007484780624508858,0.2397412806749344,"Tesla's high-volume manufacturing footprint, global supply agreements, and influence on EV battery chemistries make it a bellwether for critical mineral demand trends, particularly in North America and Europe, where domestic supply diversification remains a strategic priority.",Tesla,0.8969628214836121,0.0033745088148862123,0.09966272115707397
agree_strong-139546197-4,agree_strong,139546197,4,"Last trading at $386 per share, I’d like to see Tesla initially retest $420 thanks to what Morgan Stanley calls ""the most important catalyst.""",True,False,False,True,False,False,False,142,,,0.889205276966095,0.020223211497068405,0.09057148545980453,"Last trading at $386 per share, I’d like to see Tesla initially retest $420 thanks to what Morgan Stanley calls ""the most important catalyst.""",Tesla,0.5719004273414612,0.008269944228231907,0.4198296368122101
agree_strong-139577822-13,agree_strong,139577822,13,"Tesla's deliveries fell by 9% year over year in 2025, partly due to growing competition and the U.S. EV tax credits expiring in September.",True,False,False,True,False,False,False,138,,,0.007202355191111565,0.976157546043396,0.01664009504020214,"Tesla's deliveries fell by 9% year over year in 2025, partly due to growing competition and the U.S. EV tax credits expiring in September.",Tesla,0.003807596629485488,0.6871842741966248,0.3090081214904785
agree_strong-139581434-12,agree_strong,139581434,12,The China Passenger Car Association reported sales of Tesla’s China-made EVs rose 35% year over year in the first two months of the year.,True,False,False,True,False,False,False,137,,,0.9566602110862732,0.017112743109464645,0.026227053254842758,The China Passenger Car Association reported sales of Tesla’s China-made EVs rose 35% year over year in the first two months of the year.,Tesla,0.20560277998447418,0.008362446911633015,0.786034882068634
agree_strong-139896705-23,agree_strong,139896705,23,"The positive outlook on EV sales and FSD subscriptions is a sign that Tesla retains its appeal in the EV market, and most want Tesla to succeed in its robotaxi ambitions.",True,False,False,True,False,False,False,170,,,0.9484515190124512,0.013636928983032703,0.03791159391403198,"The positive outlook on EV sales and FSD subscriptions is a sign that Tesla retains its appeal in the EV market, and most want Tesla to succeed in its robotaxi ambitions.",Tesla,0.6646405458450317,0.00931316427886486,0.3260462284088135
agree_strong-139911266-5,agree_strong,139911266,5,"Tesla, Inc. (NASDAQ:TSLA)'s automotive gross margins were recorded at 19.2%, which is more than in any quarter in the prior year.",True,False,False,True,False,False,False,129,,,0.8596864342689514,0.10128764808177948,0.03902585804462433,"Tesla, Inc. (NASDAQ:TSLA)'s automotive gross margins were recorded at 19.2%, which is more than in any quarter in the prior year.",Tesla,0.4818323850631714,0.0093315951526165,0.5088359713554382
agree_strong-139923160-17,agree_strong,139923160,17,"Expected to reach a market size of $214.3 billion by 2030, Tesla, by virtue of being one of the leaders (with a global fleet of over 9 million vehicles) and the most recognizable name in the space, is surely going to be one of the biggest beneficiaries of this expanding market.",True,False,False,False,False,False,False,278,,,0.8312399983406067,0.00720683578401804,0.16155315935611725,"Expected to reach a market size of $214.3 billion by 2030, Tesla, by virtue of being one of the leaders (with a global fleet of over 9 million vehicles) and the most recognizable name in the space, is surely going to be one of the biggest beneficiaries of this expanding market.",Tesla,0.8139888048171997,0.010036563500761986,0.17597460746765137
agree_strong-140443327-8,agree_strong,140443327,8,"Our price target sits a hair below where Tesla trades today, and Tesla is arguably the most divisive stock in the market.",True,False,False,True,False,False,False,121,,,0.029095295816659927,0.7457457780838013,0.2251589000225067,"Our price target sits a hair below where Tesla trades today, and Tesla is arguably the most divisive stock in the market.",Tesla,0.05738826468586922,0.2737988233566284,0.6688129901885986
agree_strong-140443328-13,agree_strong,140443328,13,"Tesla has a profitable business, and it generated $7 billion in free cash flow over the trailing 12 months.",True,False,False,True,False,False,False,107,,,0.8780215978622437,0.009327705949544907,0.11265065521001816,"Tesla has a profitable business, and it generated $7 billion in free cash flow over the trailing 12 months.",Tesla,0.506238579750061,0.00759537098929286,0.4861660897731781
agree_strong-140723868-4,agree_strong,140723868,4,"Download PDF Brochure: https://www.marketsandmarkets.com/pdfdownloadNew.asp?id=89574213 EV charging infrastructure is rapidly expanding through OEM-led investments by Tesla, Rivian, and Hyundai in proprietary and partner charging ecosystems.",True,False,True,False,False,False,False,241,,,0.7683098912239075,0.007351984735578299,0.224338099360466,"Download PDF Brochure: https://www.marketsandmarkets.com/pdfdownloadNew.asp?id=89574213 EV charging infrastructure is rapidly expanding through OEM-led investments by Tesla, Rivian, and Hyundai in proprietary and partner charging ecosystems.",Tesla,0.19276517629623413,0.007233528885990381,0.800001323223114
agree_strong-140727363-9,agree_strong,140727363,9,"$TSLA bulls' arguments that Elon is holding back TSLA's robotaxi scale-up so $SPCX can buy $TSLA at a relatively cheap valuation seems absurd, given the massive dilution that would result from a stock-for-stock transaction of SPCX at 160x 2026 EV/EBITDA vs TSLA at 90x 2026… —",True,True,False,True,False,False,False,276,,,0.035382598638534546,0.7295737266540527,0.2350436896085739,"$TSLA bulls' arguments that Elon is holding back TSLA's robotaxi scale-up so $SPCX can buy $TSLA at a relatively cheap valuation seems absurd, given the massive dilution that would result from a stock-for-stock transaction of SPCX at 160x 2026 EV/EBITDA vs TSLA at 90x 2026… —",Tesla,0.04995402321219444,0.809248685836792,0.14079736173152924
agree_strong-140728381-10,agree_strong,140728381,10,Tesla has cooled meaningfully in 2026.,True,False,False,True,False,False,False,38,,,0.06951604783535004,0.9075607657432556,0.022923123091459274,Tesla has cooled meaningfully in 2026.,Tesla,0.002267294330522418,0.894770622253418,0.10296207666397095
agree_strong-140776174-20,agree_strong,140776174,20,"The recent IPO of SpaceX (NASDAQ: SPCX ) , a space company led by Musk, may have taken some of the luster away from Tesla.",True,True,True,False,False,False,False,122,,,0.048216186463832855,0.8401796221733093,0.11160416156053543,"The recent IPO of SpaceX (NASDAQ: SPCX ) , a space company led by Musk, may have taken some of the luster away from Tesla.",Tesla,0.03135600686073303,0.43509361147880554,0.5335503816604614
agree_strong-141041608-6,agree_strong,141041608,6,Tesla's recent earnings announcement hasn't been great for the stock.,True,False,False,True,False,False,False,69,,,0.03321700543165207,0.9126601219177246,0.05412284657359123,Tesla's recent earnings announcement hasn't been great for the stock.,Tesla,0.003186952555552125,0.817110002040863,0.1797029972076416
agree_strong-141043581-73,agree_strong,141043581,73,"It… Tesla's stock has cratered 26% this year while rivals circle, but a fresh wave of data from the world's largest… Tesla sales in the European Union have plunged to a three-year low, part of a wider decline.",True,False,False,True,False,False,False,209,,,0.009938591159880161,0.9741966724395752,0.015864748507738113,"It… Tesla's stock has cratered 26% this year while rivals circle, but a fresh wave of data from the world's largest… Tesla sales in the European Union have plunged to a three-year low, part of a wider decline.",Tesla,0.006024171132594347,0.7971629500389099,0.19681285321712494
agree_strong-141049045-5,agree_strong,141049045,5,"If Tesla continues to hold that opinion, and an underlying belief in the robotaxi rollout that drives its model (Ark assumes 88% of Tesla's enterprise value in 2029 will come from robotaxi), then the dip is an opportunity to buy more.",True,False,False,True,False,False,False,234,,,0.8703223466873169,0.008665778674185276,0.12101185321807861,"If Tesla continues to hold that opinion, and an underlying belief in the robotaxi rollout that drives its model (Ark assumes 88% of Tesla's enterprise value in 2029 will come from robotaxi), then the dip is an opportunity to buy more.",Tesla,0.9312615990638733,0.0055777220986783504,0.0631607174873352
agree_strong-141051091-21,agree_strong,141051091,21,"On Stocktwits, retail sentiment was split despite 'high' message volume, with Tesla traders turning 'bearish' while SpaceX sentiment remained 'bullish.'",True,False,True,True,False,False,False,152,,,0.03712080791592598,0.926263153553009,0.03661595657467842,"On Stocktwits, retail sentiment was split despite 'high' message volume, with Tesla traders turning 'bearish' while SpaceX sentiment remained 'bullish.'",Tesla,0.008579582907259464,0.843348503112793,0.14807195961475372
agree_strong-141057503-3,agree_strong,141057503,3,The results shifted investor focus away from delivery growth toward weakening margins and concerns that Tesla’s hefty investments in next-generation technologies could weigh on profitability before delivering meaningful returns.,True,False,False,True,False,False,False,228,,,0.012487582862377167,0.9684851765632629,0.01902729459106922,The results shifted investor focus away from delivery growth toward weakening margins and concerns that Tesla’s hefty investments in next-generation technologies could weigh on profitability before delivering meaningful returns.,Tesla,0.018341517075896263,0.2640252709388733,0.7176331877708435
agree_strong-141068222-17,agree_strong,141068222,17,Tesla fared even worse.,True,False,False,True,False,False,False,23,,,0.011163719929754734,0.9542204141616821,0.03461586311459541,Tesla fared even worse.,Tesla,0.0014407458947971463,0.9960944056510925,0.002464918652549386
agree_strong-141076136-5,agree_strong,141076136,5,"He also denied any discussions over selling or spinning off Tesla’s China business, calling it “Absurdly fake news.”",True,False,False,False,False,False,False,116,,,0.022999266162514687,0.7155044674873352,0.26149633526802063,"He also denied any discussions over selling or spinning off Tesla’s China business, calling it “Absurdly fake news.”",Tesla,0.031826481223106384,0.13683994114398956,0.831333577632904
agree_strong-141137164-20,agree_strong,141137164,20,Tesla's balance sheet remains one of its biggest strengths.,True,False,False,True,False,False,False,59,,,0.6823554635047913,0.01138647086918354,0.30625808238983154,Tesla's balance sheet remains one of its biggest strengths.,Tesla,0.4295111894607544,0.008482971228659153,0.5620058178901672
agree_strong-141148585-17,agree_strong,141148585,17,"Investor and television personality Kevin O’Leary said he may begin buying SpaceX (NASDAQ: SPCX ) shares once post-IPO volatility settles, arguing that the bigger long-term opportunity lies in Elon Musk potentially connecting SpaceX with Tesla Inc. (NASDAQ: TSLA ) , artificial intelligence, robotics and autonomous driving.",True,True,True,False,False,False,False,324,,,0.6726152896881104,0.009351322427392006,0.3180333971977234,"Investor and television personality Kevin O’Leary said he may begin buying SpaceX (NASDAQ: SPCX ) shares once post-IPO volatility settles, arguing that the bigger long-term opportunity lies in Elon Musk potentially connecting SpaceX with Tesla Inc. (NASDAQ: TSLA ) , artificial intelligence, robotics and autonomous driving.",Tesla,0.11369950324296951,0.0067241135984659195,0.8795763254165649
agree_weak-136530048-2,agree_weak,136530048,2,"TeslaMate is an open source data logger that allows Tesla owners to self-host and visualize their vehicle's data from their own computers, such as their vehicle's temperature, battery health, and charging sessions, but also more sensitive information, like vehicle speed and the location data of recent trips.",True,False,False,False,False,False,False,309,,,0.03764984756708145,0.02019604481756687,0.9421541690826416,"TeslaMate is an open source data logger that allows Tesla owners to self-host and visualize their vehicle's data from their own computers, such as their vehicle's temperature, battery health, and charging sessions, but also more sensitive information, like vehicle speed and the location data of recent trips.",Tesla,0.18547235429286957,0.006371192634105682,0.808156430721283
agree_weak-136536283-42,agree_weak,136536283,42,"In other words, a majority of Tesla's pre-tax income derives from unsustainable and non-innovative sources that have nothing to do with its actual operations.",True,False,False,True,False,False,False,158,,,0.03035062365233898,0.049000393599271774,0.9206489324569702,"In other words, a majority of Tesla's pre-tax income derives from unsustainable and non-innovative sources that have nothing to do with its actual operations.",Tesla,0.0047362195327878,0.7234280109405518,0.2718357741832733
agree_weak-136568946-8,agree_weak,136568946,8,"I don't think that there's anything investible in, honestly, in autonomous, other than Tesla.",True,False,False,False,False,False,False,93,,,0.057039789855480194,0.018704045563936234,0.9242561459541321,"I don't think that there's anything investible in, honestly, in autonomous, other than Tesla.",Tesla,0.9535412192344666,0.01900424063205719,0.027454575523734093
agree_weak-136865903-42,agree_weak,136865903,42,Wall Street’s watchful eyes are bracing for a bumpy ride with Tesla.,True,False,False,False,False,False,False,68,,,0.07369516789913177,0.4138804078102112,0.5124244689941406,Wall Street’s watchful eyes are bracing for a bumpy ride with Tesla.,Tesla,0.005140863358974457,0.6065094470977783,0.3883496820926666
agree_weak-136913563-1,agree_weak,136913563,1,Tesla CEO Elon Musk made his foray into politics by spending more than a quarter of a billion dollars to support Donald Trump and the Republicans in 2024.,True,True,False,True,False,False,False,154,,,0.1701575070619583,0.014075851999223232,0.8157666325569153,Tesla CEO Elon Musk made his foray into politics by spending more than a quarter of a billion dollars to support Donald Trump and the Republicans in 2024.,Tesla,0.19178491830825806,0.030390845611691475,0.7778242230415344
agree_weak-136913563-77,agree_weak,136913563,77,"In addition, Tesla is slated to release a more affordable version of its wildly popular Model Y SUV in Q4 2025.",True,False,False,True,False,False,False,111,,,0.42182281613349915,0.010395190678536892,0.5677820444107056,"In addition, Tesla is slated to release a more affordable version of its wildly popular Model Y SUV in Q4 2025.",Tesla,0.1814376562833786,0.009979632683098316,0.8085827827453613
agree_weak-136913567-14,agree_weak,136913567,14,"Tesla Delivery Reality Check Tesla's ( TSLA ) third-quarter delivery numbers will provide crucial insights into electric vehicle demand trends, production efficiency, and the company's competitive positioning amid increasing EV market competition.",True,False,False,True,False,False,False,247,,,0.4573735296726227,0.00898011215031147,0.5336464047431946,"Tesla Delivery Reality Check Tesla's ( TSLA ) third-quarter delivery numbers will provide crucial insights into electric vehicle demand trends, production efficiency, and the company's competitive positioning amid increasing EV market competition.",Tesla,0.49727925658226013,0.010501544922590256,0.4922191798686981
agree_weak-137228477-3,agree_weak,137228477,3,The challenge to its valuation for now (Tesla has the 10th largest market cap in the world at $1.4 trillion) is unit sales.,True,False,False,True,False,False,False,123,,,0.07341046631336212,0.44084033370018005,0.485749214887619,The challenge to its valuation for now (Tesla has the 10th largest market cap in the world at $1.4 trillion) is unit sales.,Tesla,0.17539988458156586,0.36731377243995667,0.4572862982749939
agree_weak-137228479-18,agree_weak,137228479,18,"Undoubtedly, Tesla has a front-row seat to the AI revolution.",True,False,False,True,False,False,False,61,,,0.21934106945991516,0.00924347061663866,0.7714154720306396,"Undoubtedly, Tesla has a front-row seat to the AI revolution.",Tesla,0.5901458263397217,0.013112206012010574,0.3967420160770416
agree_weak-137228479-92,agree_weak,137228479,92,TSLA | NVDA Price Prediction) is among the most interesting growth stocks in the market to look at.,True,False,True,True,False,False,False,99,,,0.16450142860412598,0.008968760259449482,0.8265298008918762,TSLA | NVDA Price Prediction) is among the most interesting growth stocks in the market to look at.,Tesla,0.45394986867904663,0.00977184996008873,0.5362783074378967
agree_weak-137243115-6,agree_weak,137243115,6,"Including both A and B shares for Alphabet, Broadcom AVGO, Tesla TSLA and Berkshire Hathaway (BRK.B) round out the top 10 — all trillion-dollar-plus market caps.",True,False,False,True,False,False,False,161,,,0.24493567645549774,0.010427135974168777,0.7446372509002686,"Including both A and B shares for Alphabet, Broadcom AVGO, Tesla TSLA and Berkshire Hathaway (BRK.B) round out the top 10 — all trillion-dollar-plus market caps.",Tesla,0.29794690012931824,0.007129143923521042,0.694923996925354
agree_weak-137578743-10,agree_weak,137578743,10,An ADOT representative confirmed that Tesla completed the process to begin operations.,True,False,False,True,False,False,False,86,,,0.48260754346847534,0.018035657703876495,0.49935680627822876,An ADOT representative confirmed that Tesla completed the process to begin operations.,Tesla,0.11588428914546967,0.006151669193059206,0.8779640197753906
agree_weak-137586697-18,agree_weak,137586697,18,"Image source: Tesla Tesla is an intriguing and polarizing company with an equally compelling CEO at the wheel, and it has made many long-term investors very wealthy.",True,False,False,True,False,False,False,165,,,0.4212823510169983,0.011345584876835346,0.5673720240592957,"Image source: Tesla Tesla is an intriguing and polarizing company with an equally compelling CEO at the wheel, and it has made many long-term investors very wealthy.",Tesla,0.30134737491607666,0.024694407358765602,0.6739581823348999
agree_weak-137601489-21,agree_weak,137601489,21,"Yeah, so Musk over the weekend was talking about how Tesla is this global leader, right, in in chip making saying quote that, most people don't know that we've been advanced AI chip and board engineering team for many years, etc.",True,True,False,True,False,False,False,229,,,0.06668109446763992,0.016852516680955887,0.916466474533081,"Yeah, so Musk over the weekend was talking about how Tesla is this global leader, right, in in chip making saying quote that, most people don't know that we've been advanced AI chip and board engineering team for many years, etc.",Tesla,0.607421338558197,0.010623815469443798,0.3819548189640045
agree_weak-137611213-16,agree_weak,137611213,16,"While Tesla remains an exciting growth stock , don't ignore other electric vehicle manufacturers like Rivian, which today arguably offer much more value.",True,False,True,True,False,False,False,153,,,0.26524460315704346,0.011259815655648708,0.723495602607727,"While Tesla remains an exciting growth stock , don't ignore other electric vehicle manufacturers like Rivian, which today arguably offer much more value.",Tesla,0.9594652056694031,0.006750352215021849,0.03378451243042946
agree_weak-137649799-12,agree_weak,137649799,12,"Tesla has said that it will launch its robotaxi service in five new cities and have 1,500 self-driving cars in service by the end of this year.",True,False,False,True,False,False,False,143,,,0.3960736393928528,0.00844553206115961,0.5954807996749878,"Tesla has said that it will launch its robotaxi service in five new cities and have 1,500 self-driving cars in service by the end of this year.",Tesla,0.2711940407752991,0.010724290274083614,0.7180816531181335
agree_weak-137649799-22,agree_weak,137649799,22,"However, investors buying Tesla stock now, hoping to ride to AV glory, should understand that Tesla is pivoting to costly autonomous vehicle technology at a challenging time in the EV industry and a financially difficult period in Tesla's history.",True,False,False,True,False,False,False,247,,,0.09415540099143982,0.5753445625305176,0.3304999768733978,"However, investors buying Tesla stock now, hoping to ride to AV glory, should understand that Tesla is pivoting to costly autonomous vehicle technology at a challenging time in the EV industry and a financially difficult period in Tesla's history.",Tesla,0.03824225068092346,0.7595462203025818,0.20221148431301117
agree_weak-137941906-29,agree_weak,137941906,29,"Although Tesla is still the leading U.S. EV maker, the company has shifted more focus onto growth areas like energy storage, AI advancements, robotics via Optimus , and robotaxi development.",True,False,False,True,False,False,False,190,,,0.2663431167602539,0.012679659761488438,0.7209771871566772,"Although Tesla is still the leading U.S. EV maker, the company has shifted more focus onto growth areas like energy storage, AI advancements, robotics via Optimus , and robotaxi development.",Tesla,0.3683975338935852,0.013930817134678364,0.6176716089248657
agree_weak-138291030-10,agree_weak,138291030,10,"We at StockStory emphasize long-term growth, but for disruptive companies like Tesla, a half-decade historical view may miss emerging trends in autonomous vehicles and energy.",True,False,False,False,False,False,False,175,,,0.16795529425144196,0.04985881224274635,0.782185971736908,"We at StockStory emphasize long-term growth, but for disruptive companies like Tesla, a half-decade historical view may miss emerging trends in autonomous vehicles and energy.",Tesla,0.8138357400894165,0.03781957924365997,0.14834466576576233
agree_weak-138307212-20,agree_weak,138307212,20,The fact that $TSLA is disclosing FSD subscriptions is all you need to know about its progress.,True,False,False,True,False,False,False,95,,,0.037331461906433105,0.025110097602009773,0.9375584125518799,The fact that $TSLA is disclosing FSD subscriptions is all you need to know about its progress.,Tesla,0.275661826133728,0.013194031082093716,0.7111441493034363
agree_weak-138308812-3,agree_weak,138308812,3,With a market capitalization of roughly $1.56 trillionfar exceeding General Motors' $78 billion and Ford Motor's $56 billionanalysts across the spectrum increasingly suggest that Tesla's automotive business alone could not justify the current valuation.,True,False,True,True,False,False,False,253,,,0.1242644190788269,0.48192206025123596,0.39381349086761475,With a market capitalization of roughly $1.56 trillionfar exceeding General Motors' $78 billion and Ford Motor's $56 billionanalysts across the spectrum increasingly suggest that Tesla's automotive business alone could not justify the current valuation.,Tesla,0.08484239876270294,0.503468930721283,0.4116886854171753
agree_weak-138312567-12,agree_weak,138312567,12,Tesla’s past dealings with bitcoin still loom large.,True,False,False,True,False,False,False,52,,,0.040825195610523224,0.21972638368606567,0.7394483685493469,Tesla’s past dealings with bitcoin still loom large.,Tesla,0.0018026803154498339,0.949038565158844,0.049158725887537
agree_weak-138316633-7,agree_weak,138316633,7,"Munster outlined his view of how the scenario could play out over the next three years, assigning a 45% chance that Tesla acquires xAI, a 35% chance SpaceX buys xAI and a 20% probability that xAI remains independent.",True,False,True,True,False,False,False,216,,,0.0731939822435379,0.01650053635239601,0.9103055000305176,"Munster outlined his view of how the scenario could play out over the next three years, assigning a 45% chance that Tesla acquires xAI, a 35% chance SpaceX buys xAI and a 20% probability that xAI remains independent.",Tesla,0.20235633850097656,0.01622500829398632,0.7814186215400696
agree_weak-138317848-21,agree_weak,138317848,21,"That looks like a bargain compared to Tesla's P/S ratio of 3, but not so much compared to traditional automotive companies , which trade at less than 1 times sales.",True,False,False,False,False,False,False,164,,,0.25634297728538513,0.13950949907302856,0.6041475534439087,"That looks like a bargain compared to Tesla's P/S ratio of 3, but not so much compared to traditional automotive companies , which trade at less than 1 times sales.",Tesla,0.5454317331314087,0.022789273411035538,0.43177902698516846
agree_weak-138447795-11,agree_weak,138447795,11,"Third place most likely belongs to Tesla, barring any huge volatility on the final trading day of the year.",True,False,False,False,False,False,False,107,,,0.0362715981900692,0.020855329930782318,0.9428731203079224,"Third place most likely belongs to Tesla, barring any huge volatility on the final trading day of the year.",Tesla,0.919483482837677,0.01241900585591793,0.06809750944375992
agree_weak-139058591-0,agree_weak,139058591,0,BREAKING: S&P 500 Hits High On These Three Drivers Elon Musk's SpaceX reportedly is considering a merger with Tesla (TSLA) or xAI before the private space company's expected IPO later this year.,True,True,True,False,False,False,False,194,,,0.3000743091106415,0.11374775320291519,0.5861779451370239,BREAKING: S&P 500 Hits High On These Three Drivers Elon Musk's SpaceX reportedly is considering a merger with Tesla (TSLA) or xAI before the private space company's expected IPO later this year.,Tesla,0.20194007456302643,0.008619382977485657,0.7894405722618103
agree_weak-139167808-13,agree_weak,139167808,13,"As Musk noted, Tesla is driving toward an autonomous future.",True,True,False,True,False,False,False,60,,,0.22649119794368744,0.010453646071255207,0.763055145740509,"As Musk noted, Tesla is driving toward an autonomous future.",Tesla,0.22878903150558472,0.00877505261451006,0.7624359726905823
agree_weak-139210531-0,agree_weak,139210531,0,"While the stock is very expensive, I'm a big fan of Tesla as a business.",True,False,False,False,False,False,False,72,,,0.08484368026256561,0.011247480288147926,0.9039087891578674,"While the stock is very expensive, I'm a big fan of Tesla as a business.",Tesla,0.2848323583602905,0.039677608758211136,0.6754900813102722
agree_weak-139235358-43,agree_weak,139235358,43,"Tesla's valuation has historically remained disconnected from near-term fundamentals, but that does not eliminate downside risk.",True,False,False,True,False,False,False,128,,,0.05384938418865204,0.3334199786186218,0.6127306818962097,"Tesla's valuation has historically remained disconnected from near-term fundamentals, but that does not eliminate downside risk.",Tesla,0.00706712668761611,0.766636848449707,0.22629602253437042
agree_weak-139248416-18,agree_weak,139248416,18,"Musk also predicted that Tesla's Optimus humanoid robot would help humanity colonize other planets by becoming the first von Neumann probe , a theoretical machine that is capable of creating copies of itself by using raw materials sourced from a planet.",True,True,False,True,False,False,False,253,,,0.17666584253311157,0.01043767761439085,0.8128964900970459,"Musk also predicted that Tesla's Optimus humanoid robot would help humanity colonize other planets by becoming the first von Neumann probe , a theoretical machine that is capable of creating copies of itself by using raw materials sourced from a planet.",Tesla,0.15614640712738037,0.008791577070951462,0.8350620269775391
